university,total_papers,total_cites,avg_cites_per_paper,total_top_papers,best_rank,avg_rank,cluster_id,university_upper
EAST CHINA NORMAL UNIVERSITY,31601.0,682568.0,20.548823529411763,669.0,90,601.7647058823529,3,EAST CHINA NORMAL UNIVERSITY
UNIVERSITA DEGLI STUDI DI BARI ALDO MORO,23833.0,564200.0,22.08555555555556,402.0,154,601.8888888888889,3,UNIVERSITA DEGLI STUDI DI BARI ALDO MORO
UNIVERSITY OF NEW MEXICO,20260.0,529536.0,26.49125,399.0,291,603.25,3,UNIVERSITY OF NEW MEXICO
NANCHANG UNIVERSITY,34803.0,625132.0,18.11388888888889,580.0,30,603.2777777777778,3,NANCHANG UNIVERSITY
GUY'S & ST THOMAS' NHS FOUNDATION TRUST,14888.0,613187.0,41.33444444444444,640.0,164,605.4444444444445,3,GUY'S & ST THOMAS' NHS FOUNDATION TRUST
UNIVERSITY OF ARKANSAS SYSTEM,24607.0,485876.0,20.803684210526313,361.0,190,609.3684210526316,3,UNIVERSITY OF ARKANSAS SYSTEM
ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT),24605.0,620198.0,25.241764705882353,533.0,109,609.5882352941177,3,ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT)
RUHR UNIVERSITY BOCHUM,26706.0,588339.0,22.448666666666668,462.0,214,609.8,3,RUHR UNIVERSITY BOCHUM
HEINRICH HEINE UNIVERSITY DUSSELDORF,21184.0,572744.0,26.687142857142856,496.0,125,612.6428571428571,3,HEINRICH HEINE UNIVERSITY DUSSELDORF
DELFT UNIVERSITY OF TECHNOLOGY,36304.0,868532.0,24.663888888888888,625.0,49,614.3888888888889,3,DELFT UNIVERSITY OF TECHNOLOGY
WAYNE STATE UNIVERSITY,22913.0,573697.0,23.66,414.0,331,614.6666666666666,3,WAYNE STATE UNIVERSITY
QUEENS UNIVERSITY - CANADA,22221.0,566330.0,22.946,439.0,203,615.1333333333333,3,QUEENS UNIVERSITY - CANADA
JOHANNES GUTENBERG UNIVERSITY OF MAINZ,29531.0,807777.0,26.75375,795.0,87,615.25,3,JOHANNES GUTENBERG UNIVERSITY OF MAINZ
TECHNICAL UNIVERSITY OF BERLIN,18433.0,453865.0,26.101333333333333,407.0,165,616.0,3,TECHNICAL UNIVERSITY OF BERLIN
GUANGXI UNIVERSITY,25040.0,426191.0,15.347499999999998,422.0,151,617.0,3,GUANGXI UNIVERSITY
UNIVERSITY OF TWENTE,18317.0,453462.0,27.714,332.0,167,617.8666666666667,3,UNIVERSITY OF TWENTE
UNIVERSITY OF SUSSEX,15962.0,549481.0,34.6,526.0,132,619.2,3,UNIVERSITY OF SUSSEX
HELSINKI UNIVERSITY CENTRAL HOSPITAL,15196.0,520550.0,30.712222222222223,482.0,229,619.3333333333334,3,HELSINKI UNIVERSITY CENTRAL HOSPITAL
INSTITUTO DE SALUD CARLOS III,21458.0,475476.0,20.246923076923075,452.0,195,619.5384615384615,3,INSTITUTO DE SALUD CARLOS III
UNIVERSITY OF PAVIA,24459.0,582149.0,21.79,490.0,214,619.578947368421,3,UNIVERSITY OF PAVIA
CAPITAL MEDICAL UNIVERSITY,60500.0,1006900.0,18.5,711.0,63,620.0666666666667,3,CAPITAL MEDICAL UNIVERSITY
UNIVERSITY OF HAWAII SYSTEM,23596.0,636130.0,26.155,538.0,88,620.5,3,UNIVERSITY OF HAWAII SYSTEM
UNIVERSITY OF HOUSTON,22552.0,476756.0,22.735,374.0,153,621.9375,3,UNIVERSITY OF HOUSTON
COLORADO STATE UNIVERSITY SYSTEM,26646.0,646861.0,24.317894736842106,526.0,61,622.421052631579,3,COLORADO STATE UNIVERSITY SYSTEM
UNIVERSITY OF HOUSTON SYSTEM,22555.0,476798.0,22.73375,374.0,154,622.6875,3,UNIVERSITY OF HOUSTON SYSTEM
STELLENBOSCH UNIVERSITY,20318.0,513215.0,28.04294117647059,401.0,204,623.1176470588235,3,STELLENBOSCH UNIVERSITY
INSTITUTE OF SCIENCE TOKYO,37849.0,711612.0,18.585625,374.0,149,624.3125,3,INSTITUTE OF SCIENCE TOKYO
CNRS - INSTITUTE OF CHEMISTRY (INC),44806.0,1053416.0,23.68769230769231,439.0,8,625.2307692307693,3,CNRS - INSTITUTE OF CHEMISTRY (INC)
NASA GODDARD SPACE FLIGHT CENTER,17316.0,653912.0,43.15166666666667,674.0,13,626.5,3,NASA GODDARD SPACE FLIGHT CENTER
UNIVERSITY OF ROME TOR VERGATA,27993.0,680838.0,22.57,481.0,128,627.35,3,UNIVERSITY OF ROME TOR VERGATA
NANJING MEDICAL UNIVERSITY,49943.0,848120.0,16.344285714285714,571.0,36,628.3571428571429,3,NANJING MEDICAL UNIVERSITY
UNIVERSITY OF SOUTH CAROLINA COLUMBIA,22081.0,509227.0,24.110526315789475,398.0,120,629.2631578947369,3,UNIVERSITY OF SOUTH CAROLINA COLUMBIA
UNIVERSITY OF LEICESTER,20144.0,701749.0,29.5875,738.0,146,629.375,3,UNIVERSITY OF LEICESTER
UNIVERSITY OF SOUTH CAROLINA SYSTEM,22084.0,509278.0,24.111052631578946,398.0,119,629.9473684210526,3,UNIVERSITY OF SOUTH CAROLINA SYSTEM
COLORADO STATE UNIVERSITY FORT COLLINS,26373.0,640805.0,24.24421052631579,524.0,62,630.1578947368421,3,COLORADO STATE UNIVERSITY FORT COLLINS
UNIVERSITY OF LJUBLJANA,26018.0,468222.0,18.881999999999998,369.0,243,631.75,3,UNIVERSITY OF LJUBLJANA
UNIVERSIDAD DE CHILE,23413.0,454815.0,19.31105263157895,335.0,143,631.8947368421053,3,UNIVERSIDAD DE CHILE
SOUTHERN MEDICAL UNIVERSITY - CHINA,43774.0,777570.0,16.755333333333333,610.0,38,635.6,3,SOUTHERN MEDICAL UNIVERSITY - CHINA
GUANGZHOU MEDICAL UNIVERSITY,23562.0,483618.0,19.37272727272727,372.0,147,635.7272727272727,3,GUANGZHOU MEDICAL UNIVERSITY
CEDARS SINAI MEDICAL CENTER,13582.0,520568.0,37.84142857142857,611.0,204,638.5714285714286,3,CEDARS SINAI MEDICAL CENTER
UNIVERSITY OF MACAU,18682.0,430984.0,24.496,421.0,66,639.6,3,UNIVERSITY OF MACAU
TEMPLE UNIVERSITY,20844.0,636321.0,33.07764705882353,456.0,139,643.2352941176471,3,TEMPLE UNIVERSITY
ROYAL INSTITUTE OF TECHNOLOGY,28236.0,687595.0,29.635882352941177,485.0,90,644.0588235294117,3,ROYAL INSTITUTE OF TECHNOLOGY
UNIVERSITY OF PERUGIA,19098.0,520255.0,25.829411764705885,359.0,232,644.9411764705883,3,UNIVERSITY OF PERUGIA
UMEA UNIVERSITY,19051.0,550203.0,27.065333333333335,408.0,232,647.8,3,UMEA UNIVERSITY
LINKOPING UNIVERSITY,22323.0,580199.0,26.658235294117645,522.0,177,650.5294117647059,3,LINKOPING UNIVERSITY
COMSATS UNIVERSITY ISLAMABAD (CUI),23720.0,457178.0,19.69,303.0,105,652.7333333333333,3,COMSATS UNIVERSITY ISLAMABAD (CUI)
UNIVERSITY OF KWAZULU NATAL,20444.0,465246.0,25.84647058823529,297.0,272,652.8823529411765,3,UNIVERSITY OF KWAZULU NATAL
NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM),75564.0,1071055.0,15.975333333333333,524.0,18,656.1333333333333,3,NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM)
BEIJING INSTITUTE OF TECHNOLOGY,54013.0,1140747.0,20.973333333333333,1409.0,22,657.8333333333334,3,BEIJING INSTITUTE OF TECHNOLOGY
UNITED STATES DEPARTMENT OF THE INTERIOR,25862.0,581598.0,23.2925,374.0,12,659.375,3,UNITED STATES DEPARTMENT OF THE INTERIOR
UNIVERSITY OF OTAGO,22542.0,582184.0,24.248823529411766,417.0,177,659.8235294117648,3,UNIVERSITY OF OTAGO
HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY,26593.0,810635.0,27.06625,703.0,62,662.125,3,HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY
CHONGQING MEDICAL UNIVERSITY,26391.0,390093.0,15.554545454545455,262.0,175,662.4545454545455,3,CHONGQING MEDICAL UNIVERSITY
VITA-SALUTE SAN RAFFAELE UNIVERSITY,19347.0,557939.0,27.38625,650.0,181,662.5,3,VITA-SALUTE SAN RAFFAELE UNIVERSITY
VRIJE UNIVERSITEIT BRUSSEL,19438.0,472347.0,26.0,404.0,280,664.8333333333334,3,VRIJE UNIVERSITEIT BRUSSEL
CHINA MEDICAL UNIVERSITY TAIWAN,27227.0,502762.0,18.88823529411765,547.0,8,665.0588235294117,3,CHINA MEDICAL UNIVERSITY TAIWAN
JAGIELLONIAN UNIVERSITY,29428.0,594696.0,18.073333333333334,449.0,234,665.1111111111111,3,JAGIELLONIAN UNIVERSITY
UNIVERSITY OF BUENOS AIRES,25943.0,479203.0,16.55470588235294,355.0,234,665.1176470588235,3,UNIVERSITY OF BUENOS AIRES
SWINBURNE UNIVERSITY OF TECHNOLOGY,16202.0,472766.0,28.00230769230769,543.0,117,667.4615384615385,3,SWINBURNE UNIVERSITY OF TECHNOLOGY
UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE,23444.0,615986.0,29.294285714285714,626.0,195,667.5714285714286,3,UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE
ULM UNIVERSITY,20891.0,655567.0,27.898000000000003,549.0,180,667.7333333333333,3,ULM UNIVERSITY
DURHAM UNIVERSITY,20329.0,515274.0,24.515714285714285,411.0,89,668.0714285714286,3,DURHAM UNIVERSITY
KYUNGPOOK NATIONAL UNIVERSITY (KNU),27766.0,478916.0,21.229444444444443,279.0,197,668.4444444444445,3,KYUNGPOOK NATIONAL UNIVERSITY (KNU)
HANYANG UNIVERSITY,35413.0,752753.0,20.29764705882353,474.0,99,668.9411764705883,3,HANYANG UNIVERSITY
SOUTHERN UNIVERSITY OF SCIENCE & TECHNOLOGY,31936.0,761214.0,21.302941176470586,895.0,78,673.3529411764706,3,SOUTHERN UNIVERSITY OF SCIENCE & TECHNOLOGY
CGIAR,16866.0,478911.0,38.03363636363636,396.0,17,674.7272727272727,3,CGIAR
KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY (KAIST),28839.0,712072.0,26.513571428571428,412.0,74,675.7142857142857,3,KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY (KAIST)
UNIVERSITY OF ALABAMA BIRMINGHAM,34926.0,1119816.0,25.577692307692306,1036.0,79,675.7692307692307,3,UNIVERSITY OF ALABAMA BIRMINGHAM
BEN-GURION UNIVERSITY OF THE NEGEV,23094.0,409078.0,19.42388888888889,292.0,352,676.1111111111111,3,BEN-GURION UNIVERSITY OF THE NEGEV
CHU LYON,19002.0,529628.0,22.71777777777778,525.0,211,677.0,3,CHU LYON
WESTERN SYDNEY UNIVERSITY,17252.0,500854.0,30.3925,465.0,194,677.4375,3,WESTERN SYDNEY UNIVERSITY
SOUTHWEST UNIVERSITY - CHINA,31422.0,583036.0,17.41111111111111,445.0,59,680.1666666666666,3,SOUTHWEST UNIVERSITY - CHINA
UNIVERSITY OF TSUKUBA,26698.0,530931.0,17.985882352941175,310.0,266,680.3529411764706,3,UNIVERSITY OF TSUKUBA
UNIVERSITY HOSPITAL OF BERN,16564.0,460785.0,25.86625,503.0,246,682.25,3,UNIVERSITY HOSPITAL OF BERN
UNIVERSITY ZURICH HOSPITAL,18534.0,559304.0,28.696666666666665,614.0,189,683.3333333333334,3,UNIVERSITY ZURICH HOSPITAL
ROYAL MARSDEN NHS FOUNDATION TRUST,8068.0,480401.0,51.278,607.0,194,685.2,3,ROYAL MARSDEN NHS FOUNDATION TRUST
GUSTAVE ROUSSY,9254.0,575211.0,53.842,816.0,158,692.2,3,GUSTAVE ROUSSY
UNIVERSITY OF TURKU,20706.0,482995.0,23.635882352941177,399.0,286,696.4705882352941,3,UNIVERSITY OF TURKU
HUN-REN,25936.0,561036.0,20.285,391.0,83,697.7222222222222,3,HUN-REN
UNIVERSITY OF CATANIA,20388.0,446454.0,19.855625,332.0,228,698.125,3,UNIVERSITY OF CATANIA
NATIONAL CHENG KUNG UNIVERSITY,27048.0,456100.0,17.085,313.0,219,699.4375,3,NATIONAL CHENG KUNG UNIVERSITY
UNIVERSITY COLLEGE CORK,15552.0,483672.0,31.277647058823533,440.0,116,700.1176470588235,3,UNIVERSITY COLLEGE CORK
UNIV CLERMONT AUVERGNE ASSOC,21699.0,492546.0,20.975294117647056,370.0,232,701.8823529411765,3,UNIV CLERMONT AUVERGNE ASSOC
KARLSRUHE INSTITUTE OF TECHNOLOGY,34210.0,833418.0,25.331333333333337,587.0,99,702.5333333333333,3,KARLSRUHE INSTITUTE OF TECHNOLOGY
UNIVERSITY OF MILANO-BICOCCA,24125.0,632605.0,22.518888888888892,592.0,210,704.5,3,UNIVERSITY OF MILANO-BICOCCA
UNIVERSITY HOSPITAL LEUVEN,15275.0,602617.0,34.07125,728.0,154,708.0,3,UNIVERSITY HOSPITAL LEUVEN
GUANGDONG UNIVERSITY OF TECHNOLOGY,24953.0,520040.0,19.006,585.0,79,709.5,3,GUANGDONG UNIVERSITY OF TECHNOLOGY
ACADEMIA SINICA - TAIWAN,23096.0,567951.0,21.65058823529412,369.0,128,711.1176470588235,3,ACADEMIA SINICA - TAIWAN
UNIVERSITE COTE D'AZUR,18728.0,502417.0,23.67529411764706,415.0,92,712.7058823529412,3,UNIVERSITE COTE D'AZUR
GEORGE WASHINGTON UNIVERSITY,24841.0,610682.0,25.649444444444445,490.0,122,712.8888888888889,3,GEORGE WASHINGTON UNIVERSITY
VIRGINIA COMMONWEALTH UNIVERSITY,23022.0,618970.0,24.500666666666667,587.0,126,713.6666666666666,3,VIRGINIA COMMONWEALTH UNIVERSITY
DARTMOUTH COLLEGE,18215.0,532207.0,29.275624999999998,435.0,115,717.4375,3,DARTMOUTH COLLEGE
IRCCS POLICLINICO GEMELLI,20836.0,532037.0,24.634545454545457,575.0,214,719.6363636363636,3,IRCCS POLICLINICO GEMELLI
HEFEI UNIVERSITY OF TECHNOLOGY,25870.0,440745.0,17.799166666666668,308.0,96,721.3333333333334,3,HEFEI UNIVERSITY OF TECHNOLOGY
RICE UNIVERSITY,16440.0,531919.0,30.041875,463.0,147,721.4375,3,RICE UNIVERSITY
CATHOLIC UNIVERSITY OF THE SACRED HEART,27545.0,657869.0,21.442666666666664,665.0,167,723.2,3,CATHOLIC UNIVERSITY OF THE SACRED HEART
NINGBO UNIVERSITY,26179.0,368751.0,13.575714285714286,300.0,209,723.7857142857143,3,NINGBO UNIVERSITY
UNIVERSITY OF WITWATERSRAND,24891.0,547154.0,21.116875,458.0,172,729.3125,3,UNIVERSITY OF WITWATERSRAND
PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,19581.0,465278.0,21.5325,327.0,153,729.5,3,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
CHINESE ACADEMY OF AGRICULTURAL SCIENCES,50185.0,975677.0,20.393125,924.0,2,733.1875,3,CHINESE ACADEMY OF AGRICULTURAL SCIENCES
WEIZMANN INSTITUTE OF SCIENCE,13295.0,543012.0,39.68285714285714,498.0,137,734.0,3,WEIZMANN INSTITUTE OF SCIENCE
RESEARCH CENTER JULICH,20587.0,560138.0,31.745384615384616,416.0,167,734.6923076923077,3,RESEARCH CENTER JULICH
FLINDERS UNIVERSITY SOUTH AUSTRALIA,18788.0,452491.0,23.488,360.0,243,735.0,3,FLINDERS UNIVERSITY SOUTH AUSTRALIA
UNIVERSITY OF ZAGREB,25295.0,416086.0,16.890588235294118,308.0,169,735.8823529411765,3,UNIVERSITY OF ZAGREB
SHANGHAI UNIVERSITY,39425.0,735375.0,17.517333333333333,675.0,68,736.1333333333333,3,SHANGHAI UNIVERSITY
UNITED STATES GEOLOGICAL SURVEY,21598.0,516840.0,25.06625,341.0,19,738.625,3,UNITED STATES GEOLOGICAL SURVEY
CNRS - INSTITUTE FOR ENGINEERING & SYSTEMS SCIENCES (INSIS),30029.0,580083.0,20.526153846153843,266.0,93,739.3846153846154,3,CNRS - INSTITUTE FOR ENGINEERING & SYSTEMS SCIENCES (INSIS)
AALTO UNIVERSITY,21529.0,541688.0,26.75875,416.0,106,743.3125,3,AALTO UNIVERSITY
DALIAN UNIVERSITY OF TECHNOLOGY,57895.0,1137669.0,18.102,927.0,24,743.6,3,DALIAN UNIVERSITY OF TECHNOLOGY
HOPITAL UNIVERSITAIRE PITIE-SALPETRIERE - APHP,15827.0,515326.0,27.43625,521.0,97,744.25,3,HOPITAL UNIVERSITAIRE PITIE-SALPETRIERE - APHP
SAMSUNG MEDICAL CENTER,18251.0,429478.0,23.157142857142855,417.0,236,746.5714285714286,3,SAMSUNG MEDICAL CENTER
BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC),14331.0,529990.0,37.55916666666666,463.0,26,747.3333333333334,3,BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC)
JUSTUS LIEBIG UNIVERSITY GIESSEN,19289.0,432541.0,23.934117647058823,347.0,171,754.1176470588235,3,JUSTUS LIEBIG UNIVERSITY GIESSEN
HUNAN UNIVERSITY,42507.0,1194809.0,25.045714285714286,1433.0,26,757.4285714285714,3,HUNAN UNIVERSITY
PUSAN NATIONAL UNIVERSITY,27296.0,477082.0,17.589375,263.0,259,763.0,3,PUSAN NATIONAL UNIVERSITY
GEORGETOWN UNIVERSITY,18039.0,472479.0,25.8925,417.0,187,763.1666666666666,3,GEORGETOWN UNIVERSITY
CHU LILLE,14959.0,444478.0,24.83111111111111,464.0,272,771.6666666666666,3,CHU LILLE
YONSEI UNIVERSITY HEALTH SYSTEM,26957.0,588549.0,19.921,503.0,175,772.2,3,YONSEI UNIVERSITY HEALTH SYSTEM
AALBORG UNIVERSITY,24742.0,595613.0,24.128666666666668,486.0,53,777.5333333333333,3,AALBORG UNIVERSITY
HOSPITAL UNIVERSITARI VALL D'HEBRON,14444.0,530824.0,27.33125,708.0,193,777.625,3,HOSPITAL UNIVERSITARI VALL D'HEBRON
NANTES UNIVERSITE,22055.0,538435.0,21.836666666666666,454.0,363,784.6111111111111,3,NANTES UNIVERSITE
NORMANDIE UNIV,23943.0,446618.0,17.768888888888892,318.0,325,785.2777777777778,3,NORMANDIE UNIV
SMITHSONIAN INSTITUTION,24317.0,794808.0,33.59153846153846,740.0,7,787.5384615384615,3,SMITHSONIAN INSTITUTION
MAHIDOL UNIVERSITY,23041.0,414878.0,17.29642857142857,273.0,174,793.0714285714286,3,MAHIDOL UNIVERSITY
KEIO UNIVERSITY,22712.0,459473.0,18.714615384615385,303.0,318,793.4615384615385,3,KEIO UNIVERSITY
UNIVERSITAT POLITECNICA DE CATALUNYA,22543.0,459084.0,22.37357142857143,312.0,169,805.0,3,UNIVERSITAT POLITECNICA DE CATALUNYA
CNRS - NATIONAL INSTITUTE FOR EARTH SCIENCES & ASTRONOMY (INSU),22614.0,715650.0,28.395555555555557,480.0,10,810.1111111111111,3,CNRS - NATIONAL INSTITUTE FOR EARTH SCIENCES & ASTRONOMY (INSU)
WAKE FOREST UNIVERSITY,18778.0,518478.0,28.86230769230769,474.0,284,815.8461538461538,3,WAKE FOREST UNIVERSITY
WENZHOU MEDICAL UNIVERSITY,29528.0,499197.0,16.848666666666666,406.0,73,819.2666666666667,3,WENZHOU MEDICAL UNIVERSITY
NORTHWEST A&F UNIVERSITY - CHINA,33785.0,713153.0,20.917142857142856,610.0,7,828.2142857142857,3,NORTHWEST A&F UNIVERSITY - CHINA
UNIVERSITE PARIS-EST-CRETEIL-VAL-DE-MARNE (UPEC),16600.0,445851.0,23.281333333333333,416.0,352,830.4666666666667,3,UNIVERSITE PARIS-EST-CRETEIL-VAL-DE-MARNE (UPEC)
OCEAN UNIVERSITY OF CHINA,28393.0,476389.0,17.409230769230767,357.0,127,836.5384615384615,3,OCEAN UNIVERSITY OF CHINA
NATIONAL AERONAUTICS & SPACE ADMINISTRATION (NASA),42365.0,1364894.0,30.131666666666664,1206.0,4,847.5,3,NATIONAL AERONAUTICS & SPACE ADMINISTRATION (NASA)
INSTITUT POLYTECHNIQUE DE PARIS,26380.0,590568.0,23.98071428571429,469.0,32,849.3571428571429,3,INSTITUT POLYTECHNIQUE DE PARIS
HUAZHONG AGRICULTURAL UNIVERSITY,25389.0,583736.0,23.325,507.0,18,864.6428571428571,3,HUAZHONG AGRICULTURAL UNIVERSITY
UNIVERSITY OF ULSAN,24745.0,537473.0,20.523636363636363,451.0,220,867.0,3,UNIVERSITY OF ULSAN
NANJING NORMAL UNIVERSITY,21509.0,411200.0,17.85214285714286,388.0,159,870.0,3,NANJING NORMAL UNIVERSITY
TIANJIN MEDICAL UNIVERSITY,24960.0,440785.0,17.862727272727273,296.0,226,870.5454545454545,3,TIANJIN MEDICAL UNIVERSITY
NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY,34599.0,673158.0,19.711818181818185,605.0,58,874.0,3,NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY
NASA JET PROPULSION LABORATORY (JPL),13800.0,510119.0,35.68625,500.0,29,877.625,3,NASA JET PROPULSION LABORATORY (JPL)
NORTHEASTERN UNIVERSITY - CHINA,43265.0,689189.0,14.325999999999999,524.0,42,889.1,3,NORTHEASTERN UNIVERSITY - CHINA
SEOUL NATIONAL UNIVERSITY HOSPITAL,19405.0,466580.0,20.4025,435.0,208,889.25,3,SEOUL NATIONAL UNIVERSITY HOSPITAL
UNIVERSITY OF CALIFORNIA SANTA CRUZ,15354.0,597770.0,37.60142857142857,568.0,48,889.7857142857143,3,UNIVERSITY OF CALIFORNIA SANTA CRUZ
NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE & TECHNOLOGY (AIST),22616.0,444067.0,19.616363636363637,248.0,161,897.1818181818181,3,NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE & TECHNOLOGY (AIST)
NORTHWESTERN POLYTECHNICAL UNIVERSITY,55085.0,1096988.0,19.11,1192.0,23,901.4615384615385,3,NORTHWESTERN POLYTECHNICAL UNIVERSITY
NANJING AGRICULTURAL UNIVERSITY,28586.0,622718.0,21.405,552.0,10,929.3571428571429,3,NANJING AGRICULTURAL UNIVERSITY
ISTITUTO NAZIONALE ASTROFISICA (INAF),16961.0,593896.0,39.913333333333334,496.0,5,934.6666666666666,3,ISTITUTO NAZIONALE ASTROFISICA (INAF)
PACIFIC NORTHWEST NATIONAL LABORATORY,14583.0,535311.0,37.685833333333335,491.0,112,948.5833333333334,3,PACIFIC NORTHWEST NATIONAL LABORATORY
BEIJING UNIVERSITY OF TECHNOLOGY,30591.0,513868.0,16.144545454545455,408.0,71,950.4545454545455,3,BEIJING UNIVERSITY OF TECHNOLOGY
BARCELONA INSTITUTE OF SCIENCE & TECHNOLOGY,13226.0,575690.0,39.053636363636365,463.0,104,951.6363636363636,3,BARCELONA INSTITUTE OF SCIENCE & TECHNOLOGY
KING KHALID UNIVERSITY,23658.0,281818.0,10.595454545454546,402.0,262,968.2727272727273,3,KING KHALID UNIVERSITY
EAST CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY,29154.0,646192.0,19.501818181818184,461.0,36,969.7272727272727,3,EAST CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY
SOUTH CHINA AGRICULTURAL UNIVERSITY,22031.0,443170.0,21.56642857142857,367.0,42,970.0714285714286,3,SOUTH CHINA AGRICULTURAL UNIVERSITY
ZHEJIANG UNIVERSITY OF TECHNOLOGY,26651.0,519677.0,18.066666666666666,550.0,105,974.6666666666666,3,ZHEJIANG UNIVERSITY OF TECHNOLOGY
SIBERIAN BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES,33703.0,388302.0,12.195454545454545,172.0,176,986.0909090909091,3,SIBERIAN BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES
FUZHOU UNIVERSITY,26858.0,589549.0,17.988333333333333,621.0,54,989.5,3,FUZHOU UNIVERSITY
CHINA MEDICAL UNIVERSITY,25428.0,418622.0,16.120833333333334,302.0,112,1021.1666666666666,3,CHINA MEDICAL UNIVERSITY
SOUTHWEST JIAOTONG UNIVERSITY,31619.0,512550.0,15.12,435.0,48,1039.5454545454545,3,SOUTHWEST JIAOTONG UNIVERSITY
INDIAN COUNCIL OF AGRICULTURAL RESEARCH (ICAR),33406.0,395451.0,16.36,281.0,15,1061.3333333333333,3,INDIAN COUNCIL OF AGRICULTURAL RESEARCH (ICAR)
NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS,37341.0,589882.0,16.377000000000002,480.0,38,1062.2,3,NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS
XIDIAN UNIVERSITY,31197.0,468464.0,16.70375,432.0,6,1073.5,3,XIDIAN UNIVERSITY
NATIONAL OCEANIC ATMOSPHERIC ADMIN (NOAA) - USA,19487.0,612151.0,73.11142857142856,536.0,8,1111.7142857142858,3,NATIONAL OCEANIC ATMOSPHERIC ADMIN (NOAA) - USA
TOKYO INSTITUTE OF TECHNOLOGY,23515.0,456444.0,19.14,233.0,173,1142.0,3,TOKYO INSTITUTE OF TECHNOLOGY
ISTITUTO NAZIONALE DI FISICA NUCLEARE (INFN),33689.0,804807.0,18.267142857142858,677.0,7,1368.0,3,ISTITUTO NAZIONALE DI FISICA NUCLEARE (INFN)
"DALIAN INSTITUTE OF CHEMICAL PHYSICS, CAS",13959.0,510397.0,35.972857142857144,555.0,33,1381.857142857143,3,"DALIAN INSTITUTE OF CHEMICAL PHYSICS, CAS"
